7047,康唯模具五金行                  ,广东 深圳市 龙岗区坪地,100,13823665094,,
7097,深圳市永恒科技有限公司              ,广东 深圳市 龙岗区坪山镇,11,13510066156,,
7155,深圳康鹏工艺制品厂                ,广东 深圳市 龙岗区新生低山工业区,88,13728648511,,
7400,深圳市新一代广告有限公司             ,广东 深圳市 龙华街道万众城,92,13684907597,,
7700,深圳市英宁服饰有限公司              ,广东 深圳市 罗湖区,101,13510972322,,
8815,佳文自动化科技有限公司              ,广东 深圳市 南头,134,13798581429,,
8970,惠通电路有限公司                 ,广东 深圳市 坪山镇坪环工业区,57,13802565044,,
9068,忠诚加工厂                    ,广东 深圳市 沙井万丰,91,13530804373,,
9128,深圳北极熊食品机械有限公司            ,广东 深圳市 沙井镇新二工业区,116,13728624499,,
9441,深圳市元君实业有限公司1             ,广东 深圳市 深圳,173,1321318807,,
9831,立昕科技有限公司                 ,广东 深圳市 深圳宝安区龙华镇,183,13798454858,,
9975,康胜电池实业有限公司               ,广东 深圳市 深圳宝安西乡,17,13249858115,,
10050,阿万电子销售商行                 ,广东 深圳市 深圳布吉,161,13266797243,,
10591,同心标牌厂                    ,广东 深圳市 深圳龙岗,125,13543263989,,
10889,深圳市益富印刷厂                 ,广东 深圳市 深圳龙华建龙工业区,141,13662261710,,
11267,协力模具制造厂                  ,广东 深圳市 深圳平湖镇,115,13554977415,,
11783,深圳市华杰模型有限公司              ,广东 深圳市 深圳市宝安区,2,13544143864,,
12490,深圳兴东公司                   ,广东 深圳市 深圳市宝安区沙井镇黄埔工业区,191,13316588885,,
12634,恒基钙业有限分司                 ,广东 深圳市 深圳市宝安区松岗镇,78,13316951898,,
12696,深圳市顺联科技公司                ,广东 深圳市 深圳市宝安区桃园居,14,13554848959,,
13953,广东喜洋洋贸易有限公司              ,广东 深圳市 深圳市福田区景田,90,13631683588,,
15583,康尼科技有限公司                 ,广东 深圳市 深圳市龙华,147,13530789231,,
15616,深圳华泰电子材料有限公司             ,广东 深圳市 深圳市龙华国际电子城2楼C区097,69,13244792129,,
15772,深圳市志成五金电动门厂              ,广东 深圳市 深圳市龙华镇民治村,46,13714091018,,
15907,深圳市金荣实业进出口有限公司           ,广东 深圳市 深圳市罗湖区爱国路新丰大厦16A,134,13510204948,,
16114,博乐琴行                     ,广东 深圳市 深圳市罗湖区立新路三号,91,13714770780,,
16311,深圳市龙呐包装设计有限公司            ,广东 深圳市 深圳市罗湖区田贝一路华丽园南座23B,25,13530118120,,
16644,隐形涂料工作室                  ,广东 深圳市 深圳市南山区科技园,15,13723709207,,
16907,深圳市狮王木业                  ,广东 深圳市 深圳市南山区西丽镇,183,13715366652,,
17888,丰雅玩具厂                    ,广东 深圳市 笋岗504,178,13556874138,,
18162,寒天冰式企业                   ,广东 深圳市 振华中路,134,13802565866,,
18302,鸿海科技有限公司                 ,广东 深圳市 中信广场,102,13823188085,,
18542,RAINTA; SILICONES; ENTERP,中国 广东 深圳市 宝安区55区龙腾二路33栋28号,101,13926547128,,
18735,深圳市善福科技有限公司              ,中国 广东 深圳市 宝安区龙华镇人民路龙泉花园2B602,183,13312981073,,
18949,深圳市惠尔益电器有限公司             ,中国 广东 深圳市 宝安区新安第二工业区,89,13554919039,,
19100,honvard                  ,中国 广东 深圳市 大鹏镇第一工业区１１栋,8,13923461103,,
19880,深圳市素怡精细化工有限公司            ,中国 广东 深圳市 龙岗区平湖白泥坑宝盛工业区,110,13556859969,,
20563,深圳市华宏工业模型制作厂             ,中国 广东 深圳市 深圳布吉大排工业区2栋3楼,216,54863460,,
20735,newsunny                 ,中国 广东 深圳市 深圳市,38,13901676750,,
20998,深圳市宝安区龙华日鑫五金部            ,中国 广东 深圳市 深圳市宝安区石岩镇,52,57567666,,
21288,深圳市扬鹏科技有限公司              ,中国 广东 深圳市 深圳市福田区金地工业区130栋2楼,25,13901611110,,
21349,深圳市福田区冠军电子商行             ,中国 广东 深圳市 深圳市福田区新亚洲电子市场1A037a,27,39806132,,
21674,深圳市泽和塑胶电子有限公司            ,中国 广东 深圳市 深圳市龙华,104,13761572468,,
21795,深圳市多利行贸易有限公司             ,中国 广东 深圳市 深圳市南山,64,13371955901,,
21930,深圳市龙岗区江利五金制品厂            ,中国 广东 深圳市 深圳市坪山街道田头工业区,72,59682375,,
22027,儋州广泰音箱有限公司               ,中国 广东 深圳市 深圳特区,171,15800905589,,
22351,金刚集团有限公司                 ,中国 河北 石家庄市 和平路,171,86-0311-8882825,,
22422,中国黄金集团石湖矿业有限公司           ,中国 河北 灵寿县 陈庄镇龙门沟村,74,86-0311-8259310,,
22493,河北顶大集团公司                 ,中国 河北 昌黎县 河北昌黎,38,86-0335-6058215,,
22726,大宋集团                     ,中国 河北 巨鹿县 富强路,88,86-0319-4393669,,
22994,信桥线缆集团                   ,中国.河北省.邢台市.宁晋县河北邢台 宁晋,61,86-0319-5985083,,
23217,河北安国药业集团有限公司             ,中国.河北省.邯郸市.武安市,69,86-312-5550383 ,,
23327,中和集团                     ,中国 河北 保定市 裕华路,222,86-0312-2014169,,
23593,河北清河袁氏集团                 ,中国 河北 清河县 武松街,138,86-0319-1383393,,
23716,巨力集团                     ,中国 河北 徐水县 河北省保定,170,86-312-8999999 ,,
23885,常氏集团公司                   ,中国 河北 大城县 东盛大街186,66,86 0316 5577220,,
24578,河北文安搏天活动房集团              ,中国 河北 文安县 小郭庄开发区,210,86-0316-5110422,,
24942,安徽生力农化有限公司               ,安徽宁国市汪溪镇工业园区,66,0563-4308915   ,,
25086,雷泰电子有限公司                 ,蚌埠市安徽蚌埠涂山东路1566号3栋406,57,0552-3185328   ,,
25312,天长艳阳灯具厂                  ,安徽天长市皖天长市金集镇,55,0550-7916058   ,,
25767,吉林市紫云峰酒业有限责任公司           ,吉林市船营区,76,0432-6674611   ,,
25912,长春天和礼仪庆典演艺公司             ,吉林长春市绿园区皓月大路295号,3,0431-7933266   ,,
26153,大连中元塑料包装有限公司             ,辽宁大连市甘井子区,201,0411-84771386 8,,
26842,南京欧力德发展实业有限公司            ,中国 江苏 南京市 洪武路359号,92,86-025-57910622,,
27051,青县政峰电子机箱厂                ,中国 河北 沧州 青崇路88号,87,86-317-4020298 ,,
27329,保定永新塑型材有限公司              ,中国 河北 满城县 于家庄乡车站西侧,23,86-0312-5577988,,
27612,青县新篷缝制设备有限责任公司           ,中国 河北 安国市 南海大街《信誉楼商厦南1公里》,133,86-317-4222698 ,,
27709,兴旺刹车蹄厂                   ,中国 河北 故城县 侯庄,170,86-0318-5335177,,
27883,南京大众礼品有限公司               ,江苏溧水县南京市,150,025-574631234  ,,
27911,南京正典礼品有限公司               ,江苏南京市云南路7号2楼,61,025-83323211   ,,
27977,南京市山南机械刀具厂               ,江苏溧水县经济开发区,206,025-57278073   ,,
28048,南京中环制泵厂                  ,江苏南京市南京,61,025-57606221   ,,
28345,苏州云海电脑有限公司               ,江苏苏州市乌鹊桥路53-17号,224,0512-65207747  ,,
28518,苏州盛兴贸易有限公司               ,江苏苏州市吴中区,94,0512 69287261  ,,
29246,无锡锡山废旧物资有限公司             ,江苏无锡市锡山区华夏路2号,90,0158-52800160  ,,
30638,王杰塑料制品加工厂                ,河北 秦皇岛市 秦皇岛五里台,39,0335-5161337   ,,
1,上海黎顺服装经营部                ,上海市金山区朱泾镇亭枫公路2299号3幢217号,23,13714108480,,
2,上海海毕饮用水配送服务中心            ,上海市卢湾区马当路430号102室,136,13530238178,,
3,上海置隆装饰材料经营部              ,蒲汇塘路200号二楼B室,162,13189763002,,
4,上海晓莉贸易商行                 ,上海市金山区山阳镇海光路38号2幢406室,201,13632515944,,
5,上海刘平企业登记代理事务所            ,上海市闵行区元江路5500号1号楼1490室,4,13631583911,,
6,上海三剑投资咨询有限公司             ,上海市松江区石湖荡镇松蒸公路21号204室,39,13266657111,,
7,上海欣璐企业管理咨询有限公司           ,上海市松江区新桥镇莘松路1132号1楼,69,13560762820,,
8,上海育升包装材料厂                ,宝山区塘祁路北甲118号2号厂房,82,13714348776,,
9,上海长好贸易有限公司               ,青浦区华新镇（凤溪）凤中路251号B幢102室B座,216,13927311908,,
10,上海井江机电有限公司               ,上海市奉贤区南桥镇环城北路临水路9号6幢103室,15,13928307880,,
11,上海达地机电有限公司               ,上海市奉贤区南桥镇环城北路临水路9号6幢104室,78,13751571729,,
12,上海俊亮美容美发院                ,中山西路2006号104室,100,13794551724,,
13,上海磐沛信息科技有限公司             ,青浦区胜利路539弄16号11号房A－47室,218,13827323156,,
14,上海树德园林绿化工程有限公司           ,青浦区华新镇（凤溪）凤中路251号B幢102室A座,25,13802294958,,
15,上海君显美容用品有限公司             ,上海市长宁区北渔路55号1层,116,13590390526,,
16,上海鳞光贸易有限公司               ,上海市长宁区延安西路1289弄10号501室,8,13682696677,,
17,上海知生信息技术有限公司             ,崇明县凤滨路231号210室（上海泰和经济开发区）,29,13510770978,,
18,上海轶君企业管理咨询有限公司           ,上海市崇明县城桥镇秀山路7号6幢E区302室（崇明工业园区）,108,13902283176,,
19,上海长兴海洋装备产业基地开发有限公司职工技术协会 ,上海市崇明县长兴乡潘园公路1502号22幢103室2座,130,13543251207,,
20,上海圆月广告有限公司               ,上海市闵行区剑川路951号综合业务楼3层3066室,121,13632923498,,
21,上海视盛信息科技有限公司             ,吴兴路277号11楼1115室,97,13724360418,,
22,上海晒保网络科技有限公司             ,上海市金山区吕巷镇干巷金张公路2550号1幢328室,158,13312975755,,
23,上海润尔文化传播有限公司             ,上海市崇明县新河镇新申路921弄2号D区155室（上海富盛经济开发区）,103,13510606908,,
24,上海动菱汽车服务有限公司             ,上海市闵行区金辉路725号底楼,140,13189778566,,
25,上海润鑫保健服务部                ,上海市松江区谷阳北路1470弄1号331室B,74,13715316393,,
26,上海仙海船务有限公司               ,青浦区徐泾镇沪青平公路1818号7－353室,127,13554936108,,
27,上海玉姿化妆品有限公司              ,上海市闵行区中谊路880号103乙室,36,13613041658,,
28,上海佳丝蜜企业形象策划有限公司          ,上海市静安区茂名北路190－1号,161,1356242573,,
29,上海善好机械制造厂                ,上海市金山区廊下镇友好村向化5008号,113,13794480482,,
30,上海新近粮食专业合作社              ,上海市崇明县城桥镇新闸村近海12队,172,13715309821,,
31,上海吕氏化工有限公司               ,青浦区华新镇（凤溪）凤中路251号B幢103室,22,13500097610,,
32,上海天责投资咨询有限公司             ,上海市闵行区剑川路951号综合业务楼6层6109室,82,13527931900,,
33,上海星程翻译有限公司               ,浦东新区龚路公路701号第4幢104室,106,13580750056,,
34,上海峰雪文化传播有限公司             ,上海市金山区吕巷镇干巷金张公路2550号1幢325室,196,13798358868,,
35,上海八侑餐饮管理有限公司             ,上海市物华路73号二号楼一层02室,113,13728285081,,
36,上海心与心书店                  ,上海市闵行区立跃路3889号第1幢101室,179,13332661910,,
37,上海晋年食品有限公司               ,上海市七莘路3333弄3区92号101室,17,13316691836,,
38,上海康欣日用品经营部               ,上海市闵行区立跃路2986弄18号第6幢,183,13924586604,,
39,上海易圆贸易有限公司               ,上海市奉贤区柘林镇孙桥村八组,40,13238314489,,
40,上海杨进文化艺术传播有限公司           ,上海市奉贤区柘林镇孙桥村8组,59,13825771756,,
41,上海宝峰装潢设计经营部              ,宝山区罗溪路713号,126,13713858014,,
42,上海钻智生物科技有限公司             ,上海市松江区新浜镇新许路155号第7幢119室,38,13238318119,,
43,上海德准建筑装潢设计有限公司           ,青浦区白鹤镇鹤祥路1号491,70,13723793469,,
44,上海吉成川模具配件经营部             ,上海市金山区张堰镇松金公路2758号15幢206室,106,13926510910,,
45,上海仪腾电子科技有限公司             ,上海市奉贤区柘林镇窑桥村一组,167,13929459214,,
46,上海达世物流有限公司               ,上海市海宁路137号5楼518室,91,13554955362,,
47,上海励致信息技术有限公司             ,青浦区外青松公路7548弄588号1号楼292室,186,13392725859,,
48,上海昂冉建材经营部                ,上海市松江区洞泾镇沪松公路3029号305室,81,13392725859,,
49,上海晨冬商贸有限公司               ,肇嘉浜路446弄2号306室,108,13510179845,,
50,上海丰申木材经营部                ,上海市奉贤区庄行镇大叶公路2675号2幢101室,106,13530448128,,
51,上海昂赛装饰材料厂                ,青浦区白鹤镇鹤联村鹤星149号第5幢1号,226,13798559817,,
52,上海新练塘投资管理有限公司            ,青浦区练塘镇朱枫公路3424号255室,59,13632680756,,
53,上海海贸信息科技发展有限公司           ,嘉定区嘉新公路1065号1幢123室,163,13714863946,,
54,上海鑫灵商务咨询服务部              ,上海市金山区张堰镇解放街西河沿35号7幢,217,13731656448,,
55,上海牛牛企业管理咨询有限公司           ,上海市松江区石湖荡镇松蒸公路21号203室,217,13554798243,,
56,上海帕特农信息技术有限公司            ,桂平路680号33幢303－38室,187,13794815753,,
57,上海智果商务咨询有限公司             ,青浦区盈港东路8300弄6－7号373室,137,13923774006,,
58,上海树盛商贸有限公司               ,上海市金山区枫泾镇新兴路879号4幢120室,167,13636998861,,
59,上海端柳贸易有限公司               ,上海市金山区张堰镇解放街西河沿35号49幢,212,13924595158,,
60,上海高丘商贸有限公司               ,上海市静安区余姚路28号4幢402室,198,13554955637,,
61,上海艾茵精密仪器科技有限公司           ,中山西路2006号1幢814室,163,13631557582,,
62,上海旗远运输服务部                ,上海市金山区张堰镇东大街4号1幢209室,21,13902690552,,
63,上海骏业知识产权代理有限公司           ,上海市海伦路160号1幢430室,72,13510714592,,
64,上海华顶木业有限公司               ,上海市杨浦区平凉路1055号E6－10室,66,13392170559,,
65,上海瑞鹰服饰有限公司               ,上海市金山区张堰镇松金公路2758号16幢底层,203,13590398200,,
66,上海宇乐实业有限公司               ,上海市金山区枫泾镇新兴路879号4幢207室,59,13684959930,,
67,上海剑立塑业有限公司               ,上海市金山区张堰镇松金公路2758号7幢,106,13751188273,,
68,上海丹佛美术设计工作室              ,上海市金山区亭林镇金展路2229号4号楼393室,83,13532732986,,
69,上海东惠市政安装工程部              ,上海市金山区张堰镇东大街4号楼210室,22,13662616172,,
70,上海力强水泥制品厂                ,上海市金山区金山卫镇永联村华创路500号,163,13712594503,,
71,上海铂蓝信息科技有限公司             ,上海市崇明县城桥镇秀山路101号12幢A区5103室（崇明工业园区）,182,13632937735,,
72,上海善言投资顾问有限公司             ,崇明县建设公路1357号1幢114室（上海建设经济小区）,95,13189778566,,
73,上海瀚瑾商务咨询有限公司             ,上海市崇明县城桥镇秀山路7号6幢E区304室（崇明工业园区）,164,13537690746,,
74,上海帝翔信息技术有限公司             ,上海市金山区亭林镇林宝路39号5幢223室,78,13715103317,,
75,上海黄可投资管理有限公司             ,青浦区朱家角镇沪青平公路6335号7幢544,33,13725522504,,
76,上海锦桢实业有限公司               ,上海市奉贤区青村镇南奉公路385号8幢2车间,187,13713905578,,
77,上海皇嘉广告有限公司               ,上海市崇明县城桥镇东门路181号5幢303室（崇明现代农业园区）,122,13714022300,,
78,上海型格广告有限公司               ,上海市崇明县城桥镇新闸路48号31幢214室,191,13713843207,,
79,上海寒武纪文化传播有限公司            ,上海市闵行区莘松路850弄180号2幢2091室,206,13923302007,,
80,上海言殳建筑设计有限公司             ,上海市闵行区古美路457号一层1118室,29,13620888899,,
81,上海复扬电子有限公司               ,上海市金山区吕巷镇干巷荣昌路318号2幢106室,44,13267148920,,
82,上海龙福电子科技有限公司             ,上海市闵行区沪青平公路206弄8号1幢3楼357室,63,13316539220,,
83,上海飞蔚贸易有限公司               ,青浦区华纺路69号229室,163,13823521144,,
84,上海美扬实业有限公司               ,肇嘉浜路825号2号楼3楼E座,51,13928422270,,
85,上海贝马物资有限公司               ,宝山区长逸路88号405室,21,13715441396,,
86,上海尚乾体育管理咨询有限公司           ,上海市金山区吕巷镇干巷金张公路2550号1幢107室,45,13825582637,,
87,上海勤坤通讯设备有限公司             ,上海市金山区吕巷镇干巷金张公路2550号1幢106室,3,13189778566,,
88,上海佳莺贸易有限公司               ,上海市金山区吕巷镇干巷金张公路2550号1幢104室,141,13332932318,,
89,上海天晷信息科技有限公司             ,上海市崇明县城桥镇鳌山路附2号6幢401室－2（崇明森林旅游园区）,173,13226661903,,
90,上海同璟图文设计制作有限公司           ,上海市崇明县城桥镇鳌山路附2号7幢103室－3（崇明森林旅游园区）,36,13600161998,,
91,上海世印信息科技服务有限公司           ,崇明县堡镇大通路407号1幢131室（上海堡镇工业区）,144,13266721822,,
92,上海绿哲商务咨询有限公司             ,崇明县建设镇富安村521号4号楼304室（上海建设经济小区）,91,13823112364,,
93,上海天屹办公家具有限公司             ,上海市金山区吕巷镇干巷荣昌路318号2幢102室,12,13751071195,,
94,上海可美企业管理有限公司             ,上海市崇明县城桥镇新闸路48号31幢113室,126,13715258004,,
95,上海定奥广告有限公司               ,上海市崇明县城桥镇新闸路48号31幢304室,190,13924622323,,
96,上海助盟信息科技有限公司             ,嘉定区宝安公路2968号4幢220室,35,13828734821,,
97,上海莱亲贸易有限公司               ,上海市奉贤区奉城镇南奉公路255号5幢101室,168,13537679051,,
98,上海风豹电动车经营部               ,上海市奉贤区庄行镇浦卫公路1618弄20号,2,13922858180,,
99,上海境天机械设备安装有限公司           ,青浦区重固镇新丰中路458号B幢124室,51,13823439158,,
100,上海颢晨汽车设计有限公司             ,上海市奉贤区四团镇邵厂社区富民路20号210室,135,13510598670,,
101,上海歆龙标识有限公司               ,嘉定区马陆镇丰登路1028弄6号517室,198,13825264803,,
102,上海森品电子科技有限公司             ,上海市金山区吕巷镇干巷金张公路2550号1幢102室,165,13728717348,,
103,上海景联物业管理有限公司             ,嘉定区沪宜公路2764号204室,170,13356127757,,
104,上海雅伦企业管理咨询有限公司           ,上海市闵行区元江路5500号1号楼1400室,137,13682270235,,
105,上海优朋数码科技有限公司             ,上海市金山区亭林镇金展路2229号4号楼376室,67,13268363636,,
106,上海晟喆服饰有限公司               ,上海市奉贤区望园路2118号102室,97,13751778483,,
107,上海久鸣装潢有限公司               ,嘉定区菊园小区胜竹路2192号,170,13510575249,,
108,上海复星亭林大药房                ,上海市金山区亭林镇复兴东路48号,52,13631535726,,
109,上海翔体服饰有限公司               ,上海市奉贤区望园路2118号101室,22,13714757644,,
110,上海天傲商务咨询有限公司             ,上海市中山北一路9号1幢222室,57,13316908738,,
111,上海阳途信息科技有限公司             ,上海市金山区亭林镇林宝路39号5幢234室,173,13560194568,,
112,上海莲智木业有限公司               ,上海市闵行区三鲁公路719弄56号1幢302室A座,95,13692133877,,
113,上海卡胜电子科技有限公司             ,上海市闵行区金都路1128号3幢2113室,89,13802580654,,
114,上海联睿文化传播有限公司             ,上海市金山区亭林镇林宝路39号5幢132室,88,13392850068,,
115,上海恒逾仪器有限公司               ,上海市闵行区金都路1128号3幢2111室,216,13510458565,,
116,上海云驰汽车租赁有限公司             ,上海市奉贤区新奉公路6328号精品大楼A19－A20,223,13670106369,,
117,上海霓胜电子科技有限公司             ,上海市奉贤区望园路2113号202室,138,13265604773,,
118,上海齐裕金属材料经营部              ,青浦区练塘镇练新路7号A024室,144,13556896176,,
119,上海喜旋实业有限公司               ,上海市金山区枫泾镇泾商路99弄2279号206室,78,13242914004,,
120,上海展朋贸易有限公司               ,上海市广中路444号13幢402室,2,13928499362,,
121,上海逸顺装饰设计有限公司             ,上海市金山区亭林镇金展路2229号4号楼383室,151,13794480482,,
122,上海尚贵商贸有限公司               ,上海市金山区漕泾镇古岗路1200号3幢110室,52,13710992830,,
123,上海惠忠贸易有限公司               ,上海市金山区枫泾镇泾商路99弄2228号209室,206,13679180391,,
124,上海财香商贸有限公司               ,上海市金山区枫泾镇泾商路99弄3176号210室,43,13510678055,,
125,上海品创展览展示服务有限公司           ,上海市金山区亭林镇金展路2229号4号楼373室,31,13714901028,,
126,上海古都装饰设计有限公司             ,上海市金山区朱泾镇亭枫公路2299号3幢213号,72,13268363636,,
127,上海昆润化工有限公司               ,上海市金山区朱泾镇大茫6012号1号楼111室,170,13650884663,,
128,上海递丰快递服务有限公司             ,上海市金山区枫泾镇泾商路99弄3076号209室,218,13631433259,,
129,上海鹤图计算机软件有限公司            ,上海市金山区山阳镇东方村2078号1幢,50,15918444021,,
130,上海峥奇软件有限公司               ,上海市金山区枫泾镇新兴路879号4幢104室,13,13684921009,,
131,上海璞工电气有限公司               ,上海市嘉定区嘉定镇西大街172弄10号3幢210室,191,13714199890,,
132,上海期乐粮食专业合作社              ,上海市崇明县三星镇永安村,178,13189778566,,
133,上海缔昌塑料有限公司               ,上海市金山区金山卫镇张桥村3182号,201,13689599506,,
134,上海思律副食品销售有限公司            ,上海市长宁区福泉路218号2楼北侧,106,13516681087,,
