5282,400291,,,2014/6/18,,,,
5283,527849,,,2014/6/9,,,,
5284,115023,,,2014/10/16,,,,
5285,106853,,,2014/6/25,,,,
5286,600821,,,2014/1/30,,,,
5287,646348,,,2014/5/11,,,,
5288,87448,,,2013/12/3,,,,
5289,138558,,,2014/3/18,,,,
5290,357654,,,2014/4/28,,,,
5291,97683,,,2014/4/21,,,,
5292,292471,,,2013/12/28,,,,
5293,354259,,,2014/6/19,,,,
5294,329344,,,2014/7/20,,,,
5295,188409,,,2014/7/2,,,,
5296,644842,,,2014/9/15,,,,
5297,88480,,,2014/4/18,,,,
5298,520815,,,2014/2/3,,,,
5299,483795,,,2014/5/7,,,,
5300,43112,,,2014/7/27,,,,
5301,198548,,,2014/11/5,,,,
5302,622604,,,2014/11/11,,,,
5303,556372,,,2014/7/23,,,,
5304,539855,,,2014/2/13,,,,
5305,458887,,,2014/9/2,,,,
5306,298893,,,2014/7/12,,,,
5307,225376,,,2014/8/31,,,,
5308,412551,,,2014/6/22,,,,
5309,129772,,,2014/2/7,,,,
5310,164959,,,2014/10/29,,,,
5311,361430,,,2014/9/27,,,,
5312,196386,,,2014/9/17,,,,
5313,650088,,,2014/8/3,,,,
5314,342496,,,2014/7/8,,,,
5315,19175,,,2014/6/11,,,,
5316,96180,,,2014/11/2,,,,
5317,653031,,,2014/6/26,,,,
5318,624921,,,2014/6/30,,,,
5319,265494,,,2014/6/18,,,,
5320,8640,,,2014/2/24,,,,
5321,220501,,,2014/8/14,,,,
5322,613753,,,2014/8/3,,,,
5323,405575,,,2014/7/2,,,,
5324,315852,,,2014/10/2,,,,
5325,219220,,,2014/8/14,,,,
5326,204988,,,2014/7/24,,,,
5327,307269,,,2014/5/3,,,,
5328,197676,,,2014/6/6,,,,
5329,184208,,,2014/6/29,,,,
5330,589912,,,2014/1/28,,,,
5331,8361,,,2014/3/5,,,,
5332,454620,,,2014/6/2,,,,
5333,377692,,,2014/4/4,,,,
5334,181210,,,2014/5/24,,,,
5335,81393,,,2013/12/16,,,,
5336,49988,,,2014/4/19,,,,
5337,353862,,,2014/1/17,,,,
5338,329356,,,2013/12/10,,,,
5339,415093,,,2014/3/27,,,,
5340,540046,,,2014/2/21,,,,
5341,592816,,,2014/3/29,,,,
5342,343237,,,2014/8/6,,,,
5343,251523,,,2014/2/24,,,,
5344,392828,,,2014/1/21,,,,
5345,634684,,,2014/4/22,,,,
5346,467539,,,2014/7/15,,,,
5347,636128,,,2014/8/12,,,,
5348,210792,,,2014/10/14,,,,
5349,220457,,,2014/6/17,,,,
5350,252078,,,2014/2/24,,,,
5351,571226,,,2014/6/26,,,,
5352,594444,,,2014/3/3,,,,
5353,285999,,,2014/11/16,,,,
5354,533115,,,2014/3/17,,,,
5355,457130,,,2014/11/10,,,,
5356,336040,,,2014/10/9,,,,
5357,7283,,,2014/9/7,,,,
5358,84026,,,2014/5/18,,,,
5359,168890,,,2013/11/28,,,,
5360,557887,,,2014/7/31,,,,
5361,410463,,,2014/11/8,,,,
5362,265689,,,2014/6/17,,,,
5363,252882,,,2014/4/1,,,,
5364,229449,,,2014/9/14,,,,
5365,105646,,,2014/4/30,,,,
5366,120285,,,2014/10/7,,,,
5367,561703,,,2014/7/12,,,,
5368,319358,,,2014/2/7,,,,
5369,380446,,,2014/4/7,,,,
5370,18515,,,2013/12/16,,,,
5371,42336,,,2014/2/11,,,,
5372,595572,,,2014/6/24,,,,
5373,194880,,,2013/12/1,,,,
5374,587494,,,2014/5/12,,,,
5375,620010,,,2014/8/29,,,,
5376,444396,,,2014/7/13,,,,
5377,75682,,,2014/5/6,,,,
5378,297773,,,2014/2/3,,,,
5379,564826,,,2014/7/10,,,,
5380,520645,,,2014/5/13,,,,
5381,24532,,,2014/9/8,,,,
5382,247300,,,2013/12/5,,,,
5383,481990,,,2014/9/30,,,,
5384,462645,,,2014/7/26,,,,
5385,625842,,,2014/8/31,,,,
5386,490137,,,2013/12/6,,,,
5387,559232,,,2014/7/21,,,,
5388,629896,,,2014/1/21,,,,
5389,17819,,,2014/6/11,,,,
5390,69942,,,2014/8/13,,,,
5391,332990,,,2014/4/30,,,,
5392,518695,,,2014/10/29,,,,
5393,320030,,,2014/2/19,,,,
5394,137257,,,2014/5/6,,,,
5395,301372,,,2014/7/28,,,,
5396,61865,,,2014/4/9,,,,
5397,250829,,,2013/11/24,,,,
5398,469067,,,2014/1/6,,,,
5399,467121,,,2014/9/10,,,,
5400,172747,,,2014/7/1,,,,
5401,202934,,,2014/7/8,,,,
5402,163249,,,2014/4/23,,,,
5403,290248,,,2014/5/26,,,,
5404,43278,,,2014/1/30,,,,
5405,91333,,,2014/2/22,,,,
5406,416906,,,2014/4/3,,,,
5407,450569,,,2014/8/20,,,,
5408,189997,,,2014/7/16,,,,
5409,146120,,,2014/2/6,,,,
5410,138502,,,2013/12/2,,,,
5411,508648,,,2014/1/24,,,,
5412,392191,,,2014/5/9,,,,
5413,119710,,,2014/6/19,,,,
5414,144973,,,2014/3/26,,,,
5415,497270,,,2014/1/20,,,,
5416,591095,,,2013/12/10,,,,
5417,575590,,,2014/10/6,,,,
5418,229606,,,2013/12/30,,,,
5419,392459,,,2014/2/25,,,,
5420,410141,,,2014/6/12,,,,
5421,17713,,,2014/8/18,,,,
5422,537304,,,2014/3/26,,,,
5423,230798,,,2014/10/20,,,,
5424,141177,,,2014/1/15,,,,
5425,565058,,,2014/3/12,,,,
5426,611716,,,2014/8/10,,,,
5427,304434,,,2014/2/9,,,,
5428,411963,,,2014/1/28,,,,
5429,125,,,2014/7/18,,,,
5430,259987,,,2014/7/6,,,,
5431,588696,,,2013/12/10,,,,
5432,470762,,,2014/3/19,,,,
5433,200679,,,2014/3/3,,,,
5434,379229,,,2014/2/16,,,,
5435,16968,,,2014/3/22,,,,
5436,141903,,,2014/8/15,,,,
5437,136442,,,2013/12/19,,,,
5438,268919,,,2014/6/19,,,,
5439,74751,,,2014/3/7,,,,
5440,164137,,,2014/11/15,,,,
5441,572281,,,2014/8/1,,,,
5442,636198,,,2014/11/12,,,,
5443,290831,,,2014/1/11,,,,
5444,245629,,,2014/7/26,,,,
5445,507859,,,2014/2/27,,,,
5446,204634,,,2014/8/22,,,,
5447,374955,,,2014/9/9,,,,
5448,527609,,,2014/1/15,,,,
5449,37306,,,2014/7/18,,,,
5450,574432,,,2014/9/5,,,,
5451,408800,,,2014/1/1,,,,
5452,401183,,,2014/7/14,,,,
5453,515064,,,2014/5/24,,,,
5454,284503,,,2014/2/10,,,,
5455,637537,,,2014/3/2,,,,
5456,436495,,,2014/5/16,,,,
5457,615761,,,2014/1/16,,,,
5458,480270,,,2014/3/18,,,,
5459,396729,,,2014/1/11,,,,
5460,278475,,,2014/3/29,,,,
5461,282122,,,2014/9/21,,,,
5462,476531,,,2014/7/6,,,,
5463,62588,,,2014/3/27,,,,
5464,650430,,,2014/3/5,,,,
5465,13533,,,2014/5/30,,,,
5466,477963,,,2014/3/4,,,,
5467,129623,,,2014/1/16,,,,
5468,237338,,,2013/11/26,,,,
5469,487772,,,2014/5/10,,,,
5470,644085,,,2014/11/15,,,,
5471,6783,,,2014/7/6,,,,
5472,287044,,,2014/2/19,,,,
5473,328679,,,2014/4/29,,,,
5474,352514,,,2014/3/16,,,,
5475,86836,,,2013/12/10,,,,
5476,658400,,,2014/11/11,,,,
5477,262421,,,2014/1/13,,,,
5478,59752,,,2014/2/16,,,,
5479,115677,,,2014/3/3,,,,
5480,552413,,,2014/5/6,,,,
5481,339881,,,2014/9/9,,,,
5482,503631,,,2014/10/28,,,,
5483,583782,,,2014/8/10,,,,
5484,123774,,,2014/10/21,,,,
5485,64511,,,2014/8/1,,,,
5486,639065,,,2014/4/1,,,,
5487,192347,,,2014/3/12,,,,
5488,402525,,,2013/12/8,,,,
5489,447489,,,2014/11/11,,,,
5490,114111,,,2014/4/23,,,,
5491,275865,,,2014/10/17,,,,
5492,601337,,,2013/12/5,,,,
5493,576394,,,2014/6/15,,,,
5494,387145,,,2014/9/6,,,,
5495,330686,,,2014/1/11,,,,
5496,556954,,,2014/3/5,,,,
5497,394277,,,2014/10/5,,,,
5498,521050,,,2014/11/3,,,,
5499,21573,,,2014/2/13,,,,
5500,7757,,,2014/5/3,,,,
5501,565001,,,2014/9/30,,,,
5502,589501,,,2014/7/25,,,,
5503,439771,,,2013/11/19,,,,
5504,538985,,,2014/7/1,,,,
5505,317228,,,2014/6/15,,,,
5506,613662,,,2014/3/1,,,,
5507,333926,,,2014/11/4,,,,
5508,145901,,,2014/1/3,,,,
5509,620957,,,2014/6/1,,,,
5510,12110,,,2014/2/11,,,,
5511,285760,,,2014/8/11,,,,
5512,533623,,,2014/1/5,,,,
5513,469599,,,2014/1/20,,,,
5514,182858,,,2014/10/6,,,,
5515,491403,,,2014/6/12,,,,
5516,470838,,,2014/4/4,,,,
5517,509317,,,2014/8/14,,,,
5518,303406,,,2014/5/28,,,,
5519,516352,,,2014/1/8,,,,
5520,13060,,,2014/9/26,,,,
5521,243625,,,2014/6/9,,,,
5522,30536,,,2013/11/28,,,,
5523,104058,,,2014/8/2,,,,
5524,388907,,,2014/7/22,,,,
5525,352554,,,2014/7/31,,,,
5526,493096,,,2014/4/11,,,,
5527,503092,,,2014/1/26,,,,
5528,291278,,,2013/12/21,,,,
5529,431270,,,2014/7/24,,,,
5530,213042,,,2014/4/19,,,,
5531,623621,,,2014/2/13,,,,
5532,385953,,,2014/8/5,,,,
5533,654329,,,2014/4/25,,,,
5534,150627,,,2014/8/15,,,,
5535,80508,,,2014/4/14,,,,
5536,311788,,,2014/4/7,,,,
5537,93848,,,2013/12/20,,,,
5538,438854,,,2014/5/8,,,,
5539,317943,,,2014/3/4,,,,
5540,217540,,,2014/4/23,,,,
5541,140943,,,2014/10/7,,,,
5542,341980,,,2014/8/3,,,,
5543,355982,,,2014/1/28,,,,
5544,105511,,,2014/4/22,,,,
5545,576050,,,2014/1/3,,,,
5546,26568,,,2013/12/15,,,,
5547,40442,,,2013/11/30,,,,
5548,330736,,,2014/11/17,,,,
5549,318321,,,2014/1/28,,,,
5550,121538,,,2013/12/17,,,,
5551,86997,,,2014/7/18,,,,
5552,561424,,,2014/4/14,,,,
5553,98466,,,2014/3/23,,,,
5554,120455,,,2014/5/27,,,,
5555,87010,,,2014/1/17,,,,
5556,120539,,,2014/10/9,,,,
5557,509307,,,2014/5/16,,,,
5558,185164,,,2014/1/25,,,,
5559,657344,,,2014/4/1,,,,
5560,57662,,,2014/10/12,,,,
5561,62274,,,2014/2/13,,,,
5562,278489,,,2014/8/20,,,,
5563,179862,,,2014/9/30,,,,
5564,513302,,,2014/7/14,,,,
5565,205892,,,2014/5/19,,,,
5566,177515,,,2014/10/13,,,,
5567,275445,,,2014/4/8,,,,
5568,405945,,,2014/4/18,,,,
5569,547634,,,2013/12/13,,,,
5570,66877,,,2014/3/4,,,,
5571,67075,,,2014/3/14,,,,
5572,511860,,,2014/5/24,,,,
5573,437891,,,2014/1/25,,,,
5574,618316,,,2013/12/31,,,,
5575,347311,,,2014/8/11,,,,
5576,169564,,,2014/4/4,,,,
5577,186878,,,2014/5/30,,,,
5578,421573,,,2014/7/16,,,,
5579,210784,,,2014/1/18,,,,
5580,485884,,,2014/8/8,,,,
5581,489409,,,2014/4/4,,,,
5582,570413,,,2014/6/7,,,,
5583,17510,,,2013/12/19,,,,
5584,374320,,,2014/5/13,,,,
5585,381511,,,2013/12/10,,,,
5586,198692,,,2014/7/26,,,,
5587,52787,,,2014/7/3,,,,
5588,519380,,,2014/10/13,,,,
5589,183733,,,2014/11/16,,,,
5590,30113,,,2014/5/8,,,,
5591,507878,,,2014/10/22,,,,
5592,11246,,,2014/7/6,,,,
5593,604088,,,2014/5/6,,,,
5594,532006,,,2014/1/19,,,,
5595,605864,,,2014/3/15,,,,
5596,646285,,,2014/3/2,,,,
5597,99568,,,2014/10/23,,,,
5598,146851,,,2014/2/5,,,,
5599,538522,,,2014/4/7,,,,
5600,397947,,,2014/2/17,,,,
5601,627467,,,2014/9/10,,,,
5602,514310,,,2014/3/15,,,,
5603,261428,,,2014/1/22,,,,
5604,545625,,,2013/11/22,,,,
5605,18348,,,2014/11/8,,,,
5606,331726,,,2014/7/13,,,,
5607,492458,,,2014/9/10,,,,
5608,427166,,,2014/3/16,,,,
5609,390905,,,2014/4/30,,,,
5610,127809,,,2014/8/19,,,,
5611,482761,,,2014/2/7,,,,
5612,236018,,,2014/3/19,,,,
5613,532057,,,2014/5/13,,,,
5614,574059,,,2013/12/7,,,,
5615,576825,,,2014/10/29,,,,
5616,446609,,,2014/7/23,,,,
5617,117559,,,2014/10/31,,,,
5618,554291,,,2014/9/21,,,,
5619,353489,,,2013/11/22,,,,
5620,2381,,,2013/12/15,,,,
5621,174522,,,2014/3/4,,,,
5622,88781,,,2014/1/29,,,,
5623,59672,,,2014/7/31,,,,
5624,105621,,,2014/2/26,,,,
5625,652404,,,2014/1/2,,,,
5626,593928,,,2014/3/24,,,,
5627,618939,,,2013/12/4,,,,
5628,433244,,,2014/3/12,,,,
5629,280996,,,2014/1/22,,,,
5630,613777,,,2014/6/2,,,,
5631,31552,,,2014/1/22,,,,
5632,637392,,,2014/10/27,,,,
5633,21180,,,2014/5/1,,,,
5634,488142,,,2014/11/14,,,,
5635,158418,,,2014/1/2,,,,
5636,140108,,,2014/2/21,,,,
5637,18030,,,2014/1/1,,,,
5638,188844,,,2014/10/24,,,,
5639,236030,,,2014/8/27,,,,
5640,219262,,,2013/12/30,,,,
5641,68690,,,2014/5/29,,,,
5642,631664,,,2013/12/18,,,,
5643,234864,,,2014/5/14,,,,
5644,635414,,,2014/9/12,,,,
5645,402426,,,2014/8/30,,,,
5646,286098,,,2014/8/8,,,,
5647,355084,,,2014/6/22,,,,
5648,155155,,,2014/8/2,,,,
5649,657969,,,2014/1/9,,,,
5650,516626,,,2013/11/20,,,,
5651,121332,,,2014/11/6,,,,
5652,67057,,,2014/4/16,,,,
5653,412661,,,2014/4/23,,,,
5654,218355,,,2014/2/16,,,,
5655,261890,,,2014/1/14,,,,
5656,601794,,,2014/11/12,,,,
5657,579823,,,2013/12/11,,,,
5658,605953,,,2014/4/19,,,,
5659,112141,,,2013/12/23,,,,
5660,498113,,,2014/6/1,,,,
5661,43190,,,2014/6/12,,,,
5662,372532,,,2014/6/23,,,,
5663,367411,,,2014/3/12,,,,
5664,275714,,,2014/6/13,,,,
5665,511939,,,2014/7/25,,,,
5666,573757,,,2014/4/1,,,,
5667,147921,,,2014/2/4,,,,
5668,508776,,,2014/9/30,,,,
5669,19000,,,2014/10/10,,,,
5670,99727,,,2014/2/23,,,,
5671,541669,,,2014/1/1,,,,
5672,27416,,,2013/12/28,,,,
5673,59839,,,2014/3/11,,,,
5674,578367,,,2014/1/9,,,,
5675,141459,,,2013/11/25,,,,
5676,454761,,,2014/6/10,,,,
5677,454275,,,2014/11/10,,,,
5678,565276,,,2014/6/2,,,,
5679,58916,,,2014/8/28,,,,
5680,248028,,,2013/12/25,,,,
5681,92385,,,2013/12/21,,,,
5682,328499,,,2014/1/4,,,,
5683,154504,,,2014/9/20,,,,
5684,95912,,,2014/8/18,,,,
5685,77683,,,2013/12/27,,,,
5686,374653,,,2014/5/18,,,,
5687,354547,,,2014/5/31,,,,
5688,592963,,,2014/10/8,,,,
5689,419901,,,2014/1/13,,,,
5690,624011,,,2014/8/24,,,,
5691,559881,,,2013/11/22,,,,
5692,55778,,,2014/4/30,,,,
5693,292337,,,2014/1/15,,,,
5694,231064,,,2014/4/7,,,,
5695,476459,,,2014/10/26,,,,
5696,586079,,,2014/10/15,,,,
5697,59264,,,2014/8/23,,,,
5698,147553,,,2013/11/24,,,,
5699,339065,,,2014/8/11,,,,
5700,53811,,,2013/11/19,,,,
5701,480821,,,2014/8/5,,,,
5702,472222,,,2014/1/15,,,,
5703,246620,,,2014/6/11,,,,
5704,329287,,,2014/2/8,,,,
5705,54964,,,2014/8/23,,,,
5706,125316,,,2013/12/1,,,,
5707,263526,,,2014/6/5,,,,
5708,79773,,,2014/7/4,,,,
5709,67083,,,2014/7/29,,,,
5710,466810,,,2014/3/25,,,,
5711,354146,,,2014/8/10,,,,
5712,542533,,,2014/1/31,,,,
5713,226977,,,2014/3/15,,,,
5714,373647,,,2014/7/9,,,,
5715,511860,,,2014/2/1,,,,
5716,97613,,,2014/7/13,,,,
5717,359523,,,2014/10/27,,,,
5718,253007,,,2014/5/29,,,,
5719,506345,,,2014/2/14,,,,
5720,497674,,,2014/8/16,,,,
5721,396783,,,2013/12/30,,,,
5722,11116,,,2014/7/6,,,,
5723,132391,,,2014/8/30,,,,
5724,479998,,,2013/12/16,,,,
5725,522424,,,2014/8/4,,,,
5726,171676,,,2014/3/4,,,,
5727,71128,,,2014/10/14,,,,
5728,346531,,,2014/6/29,,,,
