61787,18359,727,4608.084,
61943,16951,956,8366.037,
27512,17727,915,1197.095,
4786,14649,220,8657.636,
32465,12015,153,382.7107,
41246,19275,417,1308.844,
55043,2007,0,2724.434,
37614,28927,490,5626.838,
53931,16885,326,9333.251,
56915,21847,790,8621.978,
10309,24039,192,1123.557,
52354,8598,997,1020.696,
2794,2652,512,5166.504,
10208,10502,734,7837.846,
21841,28597,876,1881.625,
56688,19669,691,7894.784,
17789,18067,552,2243.091,
43269,9357,485,6640.197,
21822,27559,216,1178.859,
45523,2472,257,3163.854,
59764,16495,159,1905.474,
62795,10384,994,5389.198,
61227,12149,780,6068.186,
3831,4320,875,7088.878,
61312,4829,972,6245.554,
55562,17382,530,6588.027,
40861,11937,628,629.6105,
38939,27491,928,9803.287,
49143,14889,822,4507.151,
2035,20308,791,9611.321,
54308,489,446,9544.638,
27907,6430,829,9448.694,
17733,15872,947,9818.689,
39915,26398,797,1515.77,
33573,30120,586,3036.046,
48379,25412,376,8990.435,
57880,10338,124,6451.393,
13668,26734,118,7253.171,
25024,16680,95,9618.333,
46451,18936,288,1283.226,
57354,29615,944,298.3044,
50734,24566,201,5106.277,
50416,21832,95,5604.139,
631,27787,838,4457.266,
4589,23228,689,7769.448,
47630,3624,846,5667.714,
23388,19395,101,2811.969,
42822,4363,747,2195.07,
14863,9018,558,798.4356,
36611,25244,116,5182.328,
60574,24984,138,8420.521,
30464,23668,732,5969.377,
55130,13687,188,8155.837,
41116,22172,202,6573.22,
9858,8743,729,3414.925,
46090,17460,395,8812.42,
3189,15200,715,5764.632,
6178,5142,49,3971.834,
50984,5762,139,8570.226,
4026,11816,337,2686.887,
17378,6075,829,1213.039,
60321,2138,756,9072.366,
4378,30141,435,9417.399,
38218,16675,676,4028.875,
6560,16938,566,160.0527,
46777,11804,60,130.8431,
60590,20621,236,4137.232,
48665,20648,367,4533.153,
22557,2273,786,4828.993,
31130,4763,410,6929.154,
38661,13799,238,827.3673,
14641,14826,989,6751.055,
34993,16658,581,7284.374,
65189,5899,445,7524.367,
17732,27881,865,3087.83,
45399,2451,912,6571.294,
53927,25714,70,2687.416,
47713,12249,890,5103.638,
43581,8231,649,5370.35,
62418,11591,0,7154.038,
48986,27722,321,225.5094,
32431,27798,166,5765.015,
40157,287,170,2036.791,
61893,5396,262,1388.532,
36904,16400,344,1910.931,
6375,609,245,544.4673,
1360,1237,679,6571.994,
60201,17373,104,2444.603,
50173,26885,415,1944.149,
35252,5951,537,7509.438,
10783,28413,723,9896.358,
11827,2954,112,4488.341,
28959,11571,172,1837.004,
15129,26401,844,2239.24,
32793,10975,401,9223.464,
55144,13890,497,8132.286,
8077,6257,221,8991.099,
21854,13626,665,7512.597,
11598,11597,64,1408.046,
56976,929,643,7690.412,
48133,22198,222,8926.696,
62563,17513,386,5522.667,
23998,12708,589,7229.649,
65239,6077,388,9808.249,
18730,441,679,3857.443,
13578,12367,145,8439.828,
33354,22069,553,5557.25,
37889,18955,980,5538.426,
1369,9119,898,2806.232,
902,12247,402,5642.558,
45423,11338,913,8840.182,
22912,10729,835,431.9675,
35711,26870,854,957.515,
29535,12670,505,8436.729,
15933,8379,43,3870.668,
42800,8701,536,9715.647,
42401,20496,918,8441.376,
41102,8942,775,5583.603,
46572,11746,212,4263.266,
20117,12619,714,8125.717,
30847,1590,679,1244.681,
62919,725,914,5456.863,
21660,17174,869,3596.547,
5248,18364,729,6468.317,
40682,25297,337,9444.618,
45694,16153,750,3148.985,
13308,10974,321,662.3225,
16543,12170,313,9476.886,
56948,2383,376,459.9343,
41986,3099,629,3347.261,
13947,2335,649,767.7217,
44315,15033,577,2036.875,
7280,1231,505,7515.184,
58880,23657,957,2299.79,
60265,12143,975,9535.442,
47052,9651,55,3348.093,
14969,10977,79,6013.307,
39225,10604,712,4691.749,
32708,28068,407,8147.482,
31246,15275,678,1094.978,
27378,29135,474,3011.843,
30029,18315,934,3752.243,
62759,29224,275,1477.659,
42931,18941,855,195.1213,
48466,2734,145,7498.09,
3582,9057,492,5412.081,
40970,28819,506,3058.246,
30726,28553,61,3196.345,
28896,21297,335,1658.538,
49082,14543,659,9832.743,
14965,20489,218,3326.021,
1710,17883,598,1892.66,
49102,11565,655,5837.865,
4701,24224,281,6126.892,
36424,25017,906,93.04699,
34376,29894,427,2229.402,
46706,14429,11,2382.828,
39201,5128,576,8590.719,
59500,30017,797,2687.496,
42577,21103,254,7067.865,
53179,15141,607,6066.353,
177,25664,846,5268.449,
31995,19467,231,3709.833,
41426,24484,254,3879.749,
59301,3763,980,1287.135,
27186,19585,636,2169.299,
56474,9621,168,4849.666,
17864,27376,114,6941.724,
12904,12458,305,8740.071,
48843,30823,134,8957.232,
37512,8743,156,5708.578,
25081,17378,294,6100.434,
57223,376,442,6752.816,
2981,10421,834,4433.787,
10716,3955,379,7074.251,
64227,27635,664,6678.243,
63114,14567,430,4983.806,
47165,5994,754,2634.317,
42404,16113,607,2591.205,
48192,13215,943,7590.043,
13657,1995,431,677.0332,
27376,1390,752,2857.951,
38473,16111,170,5273.441,
55131,11464,577,7241.438,
30899,10788,311,168.8972,
43474,29417,706,9451.571,
64712,22588,284,7804.329,
934,13966,989,9278.602,
20865,1002,366,842.4489,
60558,1841,611,9668.137,
5513,19242,338,8069.032,
48455,3153,344,2760.145,
34052,3021,885,1224.33,
9367,3290,871,419.6649,
7170,12357,991,3864.795,
15216,15706,245,3821.284,
64289,29708,543,9419.726,
38943,28152,318,7245.172,
23396,20794,165,3234.389,
41419,3233,28,8400.637,
58623,15525,844,2580.647,
57141,137,752,1313.896,
32166,9570,293,9368.052,
39605,3655,551,8099.945,
32959,25964,69,2602.843,
2447,15057,25,2784.106,
23618,24682,417,1519.211,
61441,21669,650,3747.056,
32080,17908,481,5746.671,
48400,2818,967,1337.822,
27494,12325,981,5879.32,
25032,7813,665,3732.452,
16319,15050,734,6377.223,
8571,20345,682,7211.744,
58170,15124,412,2857.111,
15262,16458,699,6689.66,
62137,9413,722,7519.034,
44300,8970,999,8544.712,
52540,10879,856,9707.578,
62173,2233,524,589.8411,
56740,18985,336,3420.671,
30991,9146,111,3362.005,
7689,24565,640,9956.008,
16362,17039,280,2820.879,
50491,16465,851,1824.528,
15118,2017,699,7016.8,
65440,27468,332,3562.364,
8847,19729,394,8321.278,
56585,2854,928,6137.128,
40488,24681,61,8409.087,
15819,5824,472,4271.338,
4611,28909,377,5339.183,
65014,3704,425,195.2595,
61839,9991,42,802.3676,
37901,22923,351,3093.388,
57965,17194,389,886.8344,
53432,13676,527,823.2369,
4508,768,790,5558.446,
1683,5783,411,9362.065,
42823,29924,764,460.7675,
24466,8015,883,5876.625,
28841,28519,639,9610.619,
25913,11177,121,3312.954,
4393,18464,874,9098.076,
1131,15536,750,7967.717,
3153,22663,632,9995.587,
30398,19211,432,6629.519,
37347,27355,23,3339.044,
63205,133,346,6568.091,
24222,381,498,1264.386,
16018,9547,158,9901.197,
45693,7685,247,6166.464,
46316,9922,898,3683.556,
65038,12549,80,4092.669,
25370,19795,869,8439.028,
3685,20124,211,9491.951,
43510,364,105,796.7925,
1642,3128,545,5910.634,
57075,10672,161,394.137,
18099,7244,596,1259.568,
47813,7385,979,7273.013,
59043,18548,867,6872.922,
9006,12784,384,3624.389,
19970,21933,640,6737.072,
20817,14684,305,2923.941,
51898,25522,399,6988.789,
55106,7440,190,254.5322,
34505,30325,744,6065.093,
53012,5583,173,9925.432,
18762,21382,554,2732.874,
14875,16496,490,375.1218,
90,20555,300,2634.565,
36522,8165,318,1784.044,
19819,6034,890,3956.867,
32071,8593,667,8825.562,
19171,856,160,9362.714,
17107,4523,238,9547.87,
7687,3183,120,4422.394,
831,3644,151,1506.557,
11899,29175,395,2437.914,
15268,8544,306,7956.943,
28627,9717,848,1775.428,
55969,14169,692,167.3058,
51075,13181,259,4603.733,
17794,28137,360,6728.536,
21713,30615,56,5282.546,
26921,19317,939,7112.728,
19426,11714,523,2552.478,
50168,30299,481,4672.655,
23,15651,630,2149.332,
40275,12781,171,3776.051,
64916,1155,578,5498.539,
42528,28122,941,6833.046,
13170,10593,464,5741.254,
38746,10996,266,9602.074,
38263,24246,979,4501.866,
58665,4832,546,7349.033,
15808,28847,914,1527.313,
5658,556,273,186.3987,
34795,25780,329,4611.88,
7503,11162,830,3233.485,
30573,18453,659,9066.784,
47421,21125,175,6115.964,
44746,13425,680,4402.119,
31152,27149,843,6762.239,
4790,19811,234,859.3649,
13345,22048,687,6456.188,
34247,3440,834,9965.959,
8446,17388,494,6670.285,
13114,19944,778,1379.033,
46859,29652,200,3330.021,
34472,17027,233,2943.699,
59862,19552,675,850.0247,
7621,2653,783,2111.938,
33379,15757,205,6534.236,
62549,21805,333,4651.331,
12027,12127,633,5746.917,
31309,10263,884,918.6311,
65263,4236,798,9638.266,
32412,21535,619,881.3062,
14073,22031,330,147.8294,
30564,2705,957,6540.95,
11809,22788,123,1510.886,
11022,2894,683,4445.616,
42760,893,735,3557.392,
50636,12286,85,1573.864,
11800,3424,836,9720.077,
54605,4468,14,5031.488,
8002,23448,300,1857.689,
15712,7559,159,9722.608,
4831,13678,952,4751.367,
46160,16206,420,8440.023,
8366,26850,72,5446.575,
9393,26740,152,5665.397,
6024,22433,658,6489.957,
21499,6449,233,9778.077,
53439,16486,176,7549.955,
59446,25014,361,8342.048,
50202,16832,951,6911.971,
20727,978,713,7673.697,
20598,19360,635,2903.313,
12950,27357,138,988.8185,
22091,15746,202,5430.108,
18276,15477,310,9085.438,
20197,27740,751,9497.83,
22087,9,909,3739.774,
39689,20047,972,5839.039,
23136,14110,691,6775.857,
24814,21087,520,8586.377,
51036,1269,505,7114.993,
15651,3825,703,6305.833,
45487,5004,700,4019.515,
57310,29794,806,644.7165,
45071,24848,94,7215.927,
54074,18195,121,6350.759,
21373,11842,648,3615.771,
56993,18032,241,7483.212,
29257,3295,255,5948.229,
43836,15049,444,7263.736,
50747,1368,612,776.7136,
59475,15134,85,3204.369,
65141,5084,967,2092.353,
39938,20720,746,4901.781,
51819,1613,631,1960.523,
7243,24312,498,9201.503,
48808,7296,562,1542.256,
57794,19013,85,6312.741,
43935,25973,977,4220.574,
24350,14023,972,893.8701,
30258,21906,914,7532.489,
14767,18668,223,4130.636,
30075,6786,903,2140.609,
10657,17676,876,6393.551,
11549,19602,410,4174.018,
26081,5257,54,5187.922,
32101,4801,531,1926.27,
48424,25673,346,9799.414,
54078,26092,481,9119.062,
9561,4892,76,2289.979,
40705,29773,787,4723.332,
15138,6076,991,4313.465,
652,20511,733,3675.277,
58895,21947,508,597.1496,
37831,17717,544,3732.914,
27205,17724,138,2874.9,
1027,11426,958,1189.596,
12314,15641,904,2559.632,
51220,13635,389,2194.019,
42495,6686,580,6507.165,
52530,12771,565,7022.028,
6109,19263,352,7850.542,
3272,19107,664,1803.677,
48625,25383,73,3073.345,
63822,15960,213,5929.74,
44468,8344,622,7242.453,
39129,19511,699,3645.043,
21982,881,22,1635.192,
45150,22198,683,5181.73,
45102,24839,836,1872.736,
41281,22113,397,6193.723,
29418,8084,108,111.1001,
4261,13309,275,4224.399,
40588,8836,532,1843.003,
4580,30210,572,7472.668,
53460,19157,812,6428.343,
32344,19151,263,4218.347,
17032,30484,208,597.9669,
44822,2416,715,925.9484,
44625,23383,60,5864.889,
15154,4035,187,3266.685,
58709,1659,692,4029.038,
635,615,85,7081.693,
45287,15532,470,9776.103,
35312,9442,38,5655.201,
16841,25324,941,5747.96,
39099,17766,291,5574.546,
31956,3282,919,3401.649,
1709,28111,593,5924.671,
30230,28007,115,2475.806,
49057,30633,777,4597.918,
45367,27120,393,2947.905,
16430,14749,459,1095.64,
61197,19195,22,5992.639,
23740,15745,864,7356.369,
57465,2580,364,4641.197,
21283,5334,593,6865.974,
38214,26463,281,593.1593,
7802,9506,265,7588.421,
12991,29966,147,947.1876,
35368,5595,355,6101.514,
21236,26317,808,7493.642,
30323,12203,233,8730.117,
21960,18937,964,1651.693,
53572,24020,347,440.128,
3421,5642,461,135.4795,
49312,2882,742,3789.645,
20151,18420,702,9998.279,
60133,2996,609,8329.473,
17797,8203,951,6830.651,
64885,20308,380,5503.327,
60545,5650,566,6577.927,
18245,23314,931,5318.793,
30652,21601,363,9694.413,
35556,18263,847,8843.299,
25335,28639,112,6166.084,
26392,8404,326,4925.061,
26617,25030,886,1310.54,
5821,9097,223,447.1832,
53343,14433,385,5202.418,
40687,17007,952,893.7599,
30862,21854,594,3074.421,
31359,17143,425,2040.073,
11053,13140,125,108.584,
13159,9541,10,4174.644,
11880,5139,388,1659.325,
37278,15525,495,7419.136,
27166,3759,275,9139.316,
43204,21231,412,432.7712,
3631,21476,432,2551.143,
44133,18544,654,5071.16,
23404,1292,249,2962.156,
7511,372,245,6415.129,
60887,1929,692,2096.933,
57741,7184,254,993.3342,
63363,25254,701,1661.132,
45850,26946,329,5993.161,
56926,21859,422,2012.566,
44777,15238,61,8787.6,
47881,17375,748,8359.7,
49368,15050,382,9201.512,
58190,7060,687,2794.787,
19833,22373,520,6598.869,
44180,13490,892,2158.263,
56275,17863,609,93.29887,
32373,13173,287,4983.017,
6140,12433,908,2967.426,
51066,5540,85,5581.574,
31216,21037,720,1732.227,
20125,2777,664,9716.192,
27460,29875,545,6165.831,
20906,16247,695,4231.343,
10082,2344,677,9141.854,
54433,29910,650,2529.961,
24925,3018,465,4090.628,
56263,8588,306,8839.353,
9786,12041,707,3532.32,
34661,4882,144,6839.55,
54514,4301,210,4279.181,
29967,27735,614,2416.402,
25291,28003,356,3624.864,
25966,10786,79,6053.611,
64823,3395,657,6121.934,
55379,12411,861,7692.388,
40816,22302,630,2394.419,
4671,3533,261,5764.366,
10579,8235,44,9840.432,
3512,14246,546,2542.835,
48075,24765,502,50.62165,
47560,21966,944,9959.352,
50740,25819,590,9301.39,
20716,13530,376,3597.189,
65643,30596,318,6577.531,
51401,18859,220,7700.089,
21937,5702,387,8237.143,
45781,8407,698,724.1871,
10462,2799,896,9652.375,
46989,5541,594,9212.979,
36823,18202,460,1942.768,
16646,28518,855,7589.611,
37605,2626,344,6263.645,
61902,23401,317,2837.75,
4932,16885,165,9020.224,
17903,23171,213,5981.748,
38461,16534,886,8848.833,
2901,15342,347,6778.75,
9176,19799,332,239.7764,
15742,519,829,4099.857,
54260,9191,233,9272.147,
28683,10119,24,2104.419,
48013,10852,807,4089.063,
13763,3506,966,1500.964,
51408,18630,282,6462.493,
37740,9109,800,5940.239,
26241,4896,312,1080.085,
12506,16010,950,5900.294,
50205,17475,175,6032.054,
60730,20692,644,6300.473,
20014,15359,783,1384.449,
12810,1395,71,9520.655,
5197,7105,12,2695.773,
50192,3639,947,2504.019,
50766,4542,584,2867.166,
39287,19378,519,5186.081,
23098,6531,741,8812.048,
63608,9035,33,7619.676,
53133,20163,275,9089.322,
28308,15797,564,4855.052,
54034,440,24,4864.958,
7957,3801,630,1886.144,
62473,9570,832,9349.941,
18401,23524,460,5788.605,
38014,3513,100,208.3331,
27748,6015,884,8552.071,
54515,11005,477,5337.331,
25915,25326,790,2048.64,
37538,26817,944,4891.967,
43732,15209,786,6081.45,
56275,27263,543,1460.251,
43826,696,235,1521.74,
19956,10285,245,5890.306,
19563,26826,80,3169.69,
26373,2346,18,8429.198,
8100,26788,972,1163.82,
7159,3263,992,3553.916,
24816,16801,28,5515.667,
58118,12430,686,2158.125,
37590,25338,198,5660.907,
58289,5846,716,6604.031,
21788,73,613,5795.067,
8114,6537,24,2556.906,
704,18456,475,7201.378,
12066,1060,646,6490.513,
46769,17112,30,780.3401,
26370,14298,268,9284.87,
33513,19790,895,6554.953,
36555,24918,340,4433.529,
4089,28928,571,2052.57,
36044,1573,299,4035.692,
7525,20415,263,8153.768,
1274,28918,563,6969.249,
5052,8446,236,9250.572,
34484,11650,274,1423.979,
33441,2813,798,4370.838,
37800,2439,455,8319.889,
8496,22707,689,7302.545,
54514,21382,142,3043.851,
64123,8039,45,6691.21,
40104,16373,257,408.4095,
24824,4740,382,1585.568,
9710,25670,481,1769.832,
29360,2935,992,3971.144,
9417,4395,157,3838.177,
35755,1556,968,7458.274,
42513,27656,288,5870.359,
556,7140,612,480.6001,
49590,28376,21,5657.9,
34621,8346,334,3112,
16699,14270,655,5004.233,
59460,9421,288,8924.384,
5794,7325,42,2232.169,
63704,19829,860,7185.736,
25774,28265,481,2670.307,
17681,9135,867,6137.226,
57934,28443,616,8037.88,
435,29535,747,5090.177,
31177,13186,625,2180.743,
34526,22401,292,1648.132,
19960,2149,949,3706.894,
6068,18171,518,486.195,
40583,8159,176,5728.138,
60268,16597,50,1809.307,
40903,28444,205,9135.208,
28934,3725,32,863.0394,
60834,27202,734,8616.832,
59744,16239,907,4684.963,
65658,18918,214,9978.982,
54585,7560,614,8661.588,
49112,13912,868,3228.713,
3662,2171,644,3395.336,
10456,4010,40,8357.705,
10163,9744,148,1887.95,
19958,13221,171,9793.841,
64788,2500,779,8111.205,
33076,10702,924,1084.838,
50889,26980,226,662.7343,
4130,19690,550,3536.175,
10915,28605,483,9394.241,
22094,10222,411,1246.227,
52519,13589,707,8651.31,
17169,16955,686,264.7595,
64155,5707,181,8078.501,
23519,30365,675,1446.615,
32907,30015,282,820.3497,
63081,8816,802,4980.633,
149,3229,544,9388.355,
34764,1181,342,9544.549,
61588,6223,891,1465.985,
1417,28889,172,569.8153,
51080,14873,849,1488.193,
31347,18532,336,196.0082,
62350,10243,85,8958.881,
28536,22963,6,6152.656,
3001,27824,939,1159.198,
19154,4732,541,8027.062,
45263,8007,695,6151.538,
18776,24874,642,7159.872,
58504,3094,242,1798.508,
38986,8674,312,755.8593,
52412,24373,390,7893.145,
58803,23726,194,1705.581,
29596,10408,586,1436.077,
50434,1242,110,3084.285,
24351,2046,978,9597.28,
25292,5473,69,327.6436,
62031,15427,762,964.5572,
17363,4906,818,4679.571,
57918,20046,555,3307.789,
11570,923,18,8665.631,
33492,27837,85,5277.492,
55977,2339,500,8066.19,
10093,13257,833,208.135,
47013,2659,618,5146.722,
41038,15209,400,2511.158,
44999,29239,652,4748.339,
39120,26855,260,1019.554,
57622,17355,360,8249.851,
42417,12173,273,9085.355,
9091,19798,229,383.3309,
48669,23312,775,8233.308,
27847,23041,746,418.4131,
11861,15502,333,738.4567,
15997,27565,974,2326.191,
22054,27571,287,6622.358,
59557,4096,57,8191.846,
59370,1854,983,2252.033,
41345,17382,847,5365.796,
3009,167,244,977.7761,
24557,20664,693,626.3893,
28254,25912,962,1060.369,
57862,6897,583,3972.841,
62224,6705,868,2515.189,
22742,19263,267,575.3459,
63178,26738,478,2440.18,
12078,836,658,1879.968,
60832,11787,924,7896.589,
23775,23590,837,5899.152,
18027,4984,882,6475.834,
10839,579,211,2314.357,
11450,20582,103,7312.809,
36420,9585,957,175.5685,
45337,30661,98,9495.408,
51350,28755,696,4703.096,
57045,20229,381,571.978,
40163,10540,443,4980.308,
49308,22026,307,5172.877,
12552,16431,306,6171.639,
10987,10203,940,2639.274,
34579,4217,24,8308.405,
9328,17314,575,2991.754,
32582,20684,452,8655.678,
49793,7809,511,2573.28,
34347,3661,281,6206.657,
37415,30378,426,4265.49,
12415,30208,830,4946.711,
62681,8046,223,2304.263,
35725,28325,539,7187.417,
11381,16353,559,8409.959,
18651,13240,862,9491.663,
40432,945,316,4199.677,
46114,4306,623,1494.093,
13112,5235,205,4663.318,
61661,23759,553,2266.825,
62637,25575,309,8862.222,
4701,15024,627,9788.634,
31816,24726,823,6948.574,
33317,27155,37,6546.461,
24226,22856,480,7105.744,
15530,20736,126,8331.319,
29383,24948,130,2074.164,
60519,6543,358,3886.376,
33743,24494,744,2554.319,
61621,26181,471,223.1858,
14536,16352,666,3967.858,
14904,10374,263,2142.762,
42059,5952,280,3809.808,
17092,1187,90,4781.373,
36154,12528,389,9139.303,
17372,20112,46,4846.635,
29517,2949,515,7633.212,
48975,6225,949,9617.727,
6034,20371,3,1066.508,
18318,12467,736,2754.176,
35383,5269,297,7085.129,
49898,13539,590,2490.959,
52833,10781,1,3701.608,
28738,1457,142,893.2859,
39062,10460,363,1070.633,
39385,189,394,2502.68,
63818,19119,649,6791.188,
5931,717,569,6926.674,
31839,30350,453,4233.881,
43157,20567,994,2707.611,
45141,29301,376,8206.496,
46008,1618,212,9151.781,
24826,29529,660,8647.772,
3629,28676,987,8708.301,
6187,7974,296,978.8735,
18756,468,540,4957.857,
2275,23179,864,1243.953,
11012,25616,359,304.6455,
33700,22016,833,5235.672,
22343,15257,179,3060.51,
27397,3158,359,3428.495,
23769,23741,282,5768.538,
40266,30099,677,7732.018,
2314,1513,101,5334.023,
48423,12815,4,1828.56,
27142,4310,201,813.9416,
38905,26042,538,4173.699,
44036,10319,142,6561.774,
7547,8294,507,1615.351,
62161,11207,352,6832.722,
56579,684,424,2026.514,
12832,2468,136,2925.052,
65632,12945,689,6348.672,
19037,25558,149,5466.529,
59737,27722,406,4007.374,
50959,2611,205,2550.584,
19022,16747,821,788.4094,
11777,12595,70,9085.059,
65062,2479,117,4952.485,
12269,7227,979,3937.106,
57314,2979,380,5618.243,
41333,2670,976,9240.99,
20673,21016,425,7257.919,
2976,20616,802,581.2573,
52609,19232,837,5526.9,
27718,7437,14,7671.934,
14461,29527,27,2587.878,
43511,4443,180,2623.14,
10364,24208,297,4592.267,
39218,6595,509,6919.671,
16227,10212,932,45.98254,
30911,22226,34,8831.839,
13255,15950,120,5413.669,
19156,18276,511,137.035,
31386,16187,44,3504.872,
60489,23096,526,4751.221,
6747,18514,850,937.6357,
24884,23218,916,2152.709,
62196,18854,331,3289.455,
44699,11493,500,5326.329,
27674,29194,47,422.4499,
15891,8269,295,6364.284,
46208,27723,302,9909.1,
6522,15981,821,2830.668,
27932,30289,893,3486.816,
7839,24004,876,4529.869,
12613,12087,748,34.09521,
51208,14642,144,3414.725,
27907,13462,644,8687.938,
24998,25100,306,9028.578,
37212,22679,995,7411.682,
9115,5571,911,8095.997,
15418,26507,287,5574.334,
8619,8673,126,9660.197,
38233,11141,125,3916.972,
61129,7851,594,6510.875,
61061,4809,6,1658.69,
36769,2647,111,9554.353,
48629,25093,883,8434.072,
31812,26436,475,4248.678,
6768,18184,284,8256.076,
24088,15316,883,7259.484,
18144,28301,265,3762.715,
46256,14199,513,7088.145,
6756,12459,768,1632.826,
48268,26262,460,4581.945,
44355,23676,986,4245.718,
38073,20061,54,7956.715,
32821,17456,220,8411.4,
10245,5021,653,2245.537,
20304,7958,311,9312.58,
13244,28798,452,4932.895,
20792,25680,155,6676.547,
38419,7211,466,7941.783,
59246,1351,977,634.5293,
7830,22776,851,1112.027,
54877,16216,37,6728.06,
14446,24096,912,3841.273,
24865,22256,166,3086.329,
61872,19615,705,9655.777,
56817,11080,89,7925.468,
26495,7196,912,3136.372,
54923,2204,762,2210.164,
4535,26298,772,9845.646,
26958,17850,110,569.9417,
61362,23845,168,7685.616,
11187,7598,359,3376.914,
32293,4858,669,2460.831,
48425,25121,864,4268.759,
16362,2948,196,1330.107,
7228,18530,748,340.123,
28929,7821,226,5300.728,
63360,28702,898,6727.613,
56467,19927,903,5952.213,
12877,3974,849,3377.986,
59821,19864,209,2172.408,
26194,6896,896,9416.102,
24081,21686,394,9846.894,
27734,8408,312,9718.659,
55147,4883,180,1163.374,
40264,9102,903,9051.688,
36737,2249,892,475.9579,
9055,28126,270,1444.207,
59468,5436,526,519.8957,
38099,27303,27,6347.458,
57105,26905,960,6175.574,
57725,12313,949,8568.501,
51478,18233,965,2951.267,
56841,1663,457,5968.994,
43176,29263,405,3887.331,
47410,15203,123,7484.377,
51999,20000,28,1680.259,
4963,1413,905,4145.649,
45123,19896,552,2483.179,
57741,28327,625,7475.38,
51417,22011,339,4060.12,
47676,1861,812,2881.568,
10983,10952,780,3754.55,
5645,14900,400,487.3755,
13119,950,703,1078.399,
38495,12168,922,2211.748,
52009,15733,486,5635.979,
33212,17297,807,1855.384,
11643,18523,300,3567.936,
49966,5739,60,4448.45,
6779,17454,886,4733.533,
46268,21486,157,2180.911,
36815,4912,508,8445.313,
35012,4514,229,6863.288,
43943,17735,318,7728.358,
28222,7751,699,3055.112,
50024,14739,158,797.0797,
12531,17298,359,1750.294,
21898,28031,951,3725.672,
50413,27409,529,1823.09,
21748,28200,240,134.078,
61526,28476,309,5315.279,
4517,21608,61,2119.492,
21466,20523,156,3084.646,
8930,12092,353,1634.163,
975,15727,978,9336.798,
